,background,Attack,Sniffing
0,0,1,1
1,0,1,1
2,0,1,1
3,0,1,1
4,0,0,1
5,0,1,1
6,0,1,1
7,0,1,1
8,0,1,1
9,0,1,1
10,0,1,1
11,0,1,1
12,0,1,1
13,0,1,1
14,0,1,1
15,0,1,1
16,0,1,1
17,0,1,1
18,0,1,1
19,0,1,1
20,0,1,1
21,0,1,1
22,0,1,1
23,0,1,1
24,0,1,1
25,0,1,1
26,0,1,1
27,0,1,1
28,0,1,1
29,0,1,1
30,0,1,1
31,0,1,1
32,0,1,1
33,0,1,1
34,0,1,1
35,0,1,1
36,0,1,1
37,0,1,1
38,0,1,1
39,0,1,1
40,0,1,1
41,0,1,1
42,0,1,1
43,0,1,1
44,0,1,1
45,0,1,1
46,0,1,1
47,0,1,1
48,0,1,1
49,0,1,1
50,0,1,1
51,0,1,1
52,0,1,1
53,0,1,1
54,0,1,1
55,0,1,1
56,0,1,1
57,0,1,1
58,0,1,1
59,0,1,1
60,0,1,1
61,0,1,1
62,0,1,1
63,0,1,1
64,0,1,1
65,0,1,1
66,0,1,1
67,0,1,1
68,0,1,1
69,0,1,1
70,0,1,1
71,0,0,1
72,0,1,1
73,0,1,1
74,0,1,1
75,0,1,1
76,0,1,1
77,0,1,1
78,0,1,1
79,0,1,1
80,0,1,1
81,0,1,1
82,0,1,1
83,0,1,1
84,0,1,1
85,0,1,1
86,0,1,1
87,0,1,1
88,0,1,1
89,0,1,1
90,0,1,1
91,0,1,1
92,0,1,1
93,0,1,1
94,0,1,1
95,0,1,1
96,0,1,1
97,0,0,1
98,0,1,1
99,0,1,1
100,0,1,1
101,0,1,1
102,0,1,1
103,0,1,1
104,0,1,1
105,0,1,1
106,0,1,1
107,0,1,1
108,0,1,1
109,0,1,1
110,0,0,1
111,0,0,1
112,0,0,1
113,0,0,1
114,0,0,1
115,0,0,1
116,0,0,1
117,0,1,1
118,0,1,1
119,0,1,1
120,0,1,1
121,0,1,1
122,0,1,1
123,0,1,1
124,0,1,1
125,0,1,1
126,0,1,1
127,0,1,1
128,0,1,1
129,0,1,1
130,0,1,1
131,0,1,1
132,0,1,1
133,0,1,1
134,0,1,1
135,0,1,1
136,0,1,1
137,0,1,1
138,0,1,1
139,0,1,1
140,0,1,1
141,0,1,1
142,0,1,1
143,0,0,1
144,0,0,1
145,0,0,1
146,0,0,1
147,0,0,1
148,0,0,1
149,0,0,1
150,0,0,1
151,0,0,1
152,0,0,1
153,0,0,1
154,0,0,1
155,0,1,1
156,0,1,1
157,0,1,1
158,0,1,1
159,0,1,1
160,0,1,1
161,0,1,1
162,0,1,1
163,0,1,1
164,0,1,1
165,0,1,1
166,0,1,1
167,0,1,1
168,1,0,1
169,0,0,1
170,0,0,1
171,0,0,1
172,0,0,1
173,0,0,1
174,0,0,1
175,0,0,1
176,0,0,1
177,0,0,1
178,0,0,1
179,0,0,1
180,0,1,1
181,0,1,1
182,0,1,1
183,0,1,1
184,0,1,1
185,0,1,1
186,0,1,1
187,0,1,1
188,0,1,1
189,0,1,1
190,0,1,1
191,0,1,1
192,0,1,1
193,0,1,1
194,0,1,1
195,0,1,1
196,0,1,1
197,0,1,1
198,0,1,1
199,0,1,1
200,0,1,1
201,0,1,1
202,0,1,1
203,0,1,1
204,0,1,1
205,0,1,1
206,0,0,1
207,0,0,1
208,0,0,1
209,0,0,1
210,0,0,1
211,0,0,1
212,0,0,1
213,0,0,1
214,0,0,1
215,0,0,1
216,0,0,1
217,0,0,1
218,0,0,1
219,0,0,1
220,0,1,1
221,0,1,1
222,0,1,1
223,0,1,1
224,0,1,1
225,0,1,1
226,0,1,1
227,0,1,1
228,0,1,1
229,0,1,1
230,0,1,1
231,0,1,1
232,0,1,1
233,0,1,1
234,0,1,1
235,0,1,1
236,0,1,1
237,0,1,1
238,0,1,1
239,0,1,1
240,0,1,1
241,0,1,1
242,0,1,1
243,0,1,1
244,0,1,1
245,0,1,1
246,0,1,1
247,0,1,1
248,1,0,1
249,0,0,1
250,0,0,1
251,0,0,1
252,0,0,1
253,0,0,1
254,0,0,1
255,0,0,1
256,0,0,1
257,0,0,1
258,0,0,1
259,0,0,1
260,0,0,1
261,0,0,1
262,0,0,1
263,0,0,1
264,0,0,1
265,0,0,1
266,0,0,1
267,0,0,1
268,0,0,1
269,0,0,1
270,0,1,1
271,0,1,1
272,0,1,1
273,0,1,1
274,0,1,1
275,0,1,1
276,0,1,1
277,0,1,1
278,0,1,1
279,0,1,1
280,0,1,1
281,0,1,1
282,0,1,1
283,0,1,1
